episode,reward,steps,loss
230,-174.0,175,2.1274338494028364
231,-167.0,168,2.051832866101038
232,-121.0,122,2.1786456518485897
233,-126.0,127,2.3180907945933305
234,-155.0,156,2.9241935840019813
235,-134.0,135,2.7004306113278425
236,-156.0,157,2.273339403662712
237,-94.0,95,2.186267077922821
238,-104.0,105,1.8701571504275003
239,-144.0,145,1.8311333101371239
240,-99.0,100,1.7793915337324142
241,-103.0,104,1.7872264207555697
242,-176.0,177,1.6513757126479498
243,-136.0,137,1.6299831323380018
244,-113.0,114,1.7180335840635133
245,-114.0,115,1.856859388558761
246,-103.0,104,1.847097853055367
247,-139.0,140,1.870970406276839
248,-117.0,118,2.2936371332508023
249,-188.0,189,1.9145799556737224
250,-114.0,115,1.8616546630859374
251,-168.0,169,1.822475286983174
252,-149.0,150,2.0578183404604595
253,-86.0,87,2.1048797903389764
254,-198.0,199,1.9324852629522582
255,-119.0,120,1.4902066787083943
256,-132.0,133,1.6224766992088546
257,-123.0,124,1.5898650995185297
258,-126.0,127,1.6545045113000345
259,-121.0,122,2.2051148443925577
260,-118.0,119,1.8950971565326722
261,-130.0,131,1.7151871059687083
262,-118.0,119,1.369223384296193
263,-142.0,143,1.638437235272014
264,-140.0,141,1.6077289150116292
265,-103.0,104,1.8526530082409198
266,-113.0,114,2.045627535958039
267,-118.0,119,1.9229727768096603
268,-127.0,128,1.8511063884943724
269,-155.0,156,1.8159315845905206
270,-84.0,85,1.8377615711268256
271,-110.0,111,1.8999388454196688
272,-129.0,130,1.5944711208343505
273,-158.0,159,1.4852268924503207
274,-80.0,81,1.5113446057578663
275,-144.0,145,1.6153080360642795
276,-152.0,153,1.6768900798816306
277,-136.0,137,2.1262221075322505
278,-202.0,203,1.815710055710647
279,-102.0,103,2.035414791222915
280,-118.0,119,1.8293041366488993
281,-121.0,122,1.377798168385615
282,-109.0,110,1.2898707113482735
283,-159.0,160,1.2372021138668061
284,-90.0,91,1.303887828365787
285,-113.0,114,1.3954345667571353
286,-177.0,178,1.3603045297472665
287,-132.0,133,1.4993345482008797
288,-145.0,146,1.6070146001365087
289,-98.0,99,1.7408109981604296
290,-145.0,146,2.1005074655356473
291,-130.0,131,2.188195310931169
292,-117.0,118,1.814249178110543
293,-123.0,124,1.639311624630805
294,-157.0,158,1.5267630928679357
295,-108.0,109,1.6409857858211623
296,-115.0,116,1.9311249122537415
297,-151.0,152,1.8775319998201572
298,-123.0,124,1.6451991854175445
299,-102.0,103,1.5936022290905703
300,-130.0,131,1.475577743453834
301,-115.0,116,1.5956612013537308
302,-152.0,153,1.469121530554653
303,-125.0,126,1.706364730520854
304,-143.0,144,1.6288811059461699
305,-106.0,107,1.5504726505725184
306,-121.0,122,1.4818140304968006
307,-124.0,125,1.5241689562797547
308,-125.0,126,1.4716674411107624
309,-110.0,111,1.6234202648068334
310,-109.0,110,1.6261902646584945
311,-122.0,123,1.610049772068737
312,-85.0,86,1.5301246047019958
313,-104.0,105,1.5812560666175115
314,-134.0,135,1.6262952281369103
315,-107.0,108,1.3498383026432108
316,-119.0,120,1.3650525882840157
317,-140.0,141,1.2703512784437085
318,-97.0,98,1.1592312500793107
319,-152.0,153,1.0696620711314133
320,-149.0,150,1.2952298780282339
321,-109.0,110,1.218764754858884
322,-85.0,86,1.145407695063325
323,-127.0,128,1.0748218595981598
324,-115.0,116,1.1927635623463269
325,-112.0,113,1.6082889289982552
326,-115.0,116,1.655734085831149
327,-133.0,134,1.753171195289982
328,-197.0,198,2.090875328791262
329,-206.0,207,1.9199652045533278
330,-147.0,148,1.5630371349083412
331,-148.0,149,1.5615922128594162
332,-116.0,117,1.6562161359012637
333,-139.0,140,1.7872053303888866
334,-158.0,159,1.7806764994777224
335,-201.0,202,1.880293616563967
336,-206.0,207,1.5327814253056107
337,-131.0,132,1.5855021273547953
338,-110.0,111,1.7633389272131361
339,-115.0,116,1.685671024281403
340,-95.0,96,1.377560858304302
341,-106.0,107,1.208596059373606
342,-121.0,122,1.2509976004967924
343,-88.0,89,1.1628204182292639
344,-137.0,138,1.2159144390320433
345,-86.0,87,1.5420584288136712
346,-106.0,107,1.3436638270026056
347,-174.0,175,1.370855974469866
348,-127.0,128,1.5829376438632607
349,-156.0,157,1.7931045696234247
350,-118.0,119,1.8832125343194528
351,-133.0,134,1.666294119251308
352,-108.0,109,1.9981610545324624
353,-109.0,110,1.7952448801560836
354,-144.0,145,2.0818140864372254
355,-159.0,160,2.2043072767555714
356,-85.0,86,1.892314149889835
357,-85.0,86,1.7713693297186563
358,-120.0,121,1.6038198924261677
359,-97.0,98,1.5152393622057778
360,-79.0,80,1.3824132278561592
361,-103.0,104,1.4207862770328155
362,-136.0,137,1.4095647526483466
363,-128.0,129,1.3139009272405344
364,-102.0,103,1.556689162277481
365,-122.0,123,1.5255970281314075
366,-107.0,108,1.505426408516036
367,-171.0,172,1.5828752988992736
368,-88.0,89,1.4311316254433621
369,-90.0,91,1.445066668175079
370,-130.0,131,1.4657094505907016
371,-85.0,86,1.3132135653218557
372,-88.0,89,1.8216439659675856
373,-124.0,125,1.6303554968833924
374,-109.0,110,1.6111758196895773
375,-106.0,107,1.5240859004938714
376,-148.0,149,1.458384281436869
377,-95.0,96,1.4223436700801055
378,-118.0,119,1.6981303416380362
379,-82.0,83,1.5879377683243119
380,-119.0,120,1.3936147729555766
381,-140.0,141,1.5342544304563643
382,-121.0,122,1.6302569879860174
383,-103.0,104,1.7798931724750078
384,-161.0,162,1.757979009990339
385,-108.0,109,1.5108823513765948
386,-125.0,126,1.4392957299474687
387,-86.0,87,1.32876364116011
388,-108.0,109,1.4368143628496644
389,-90.0,91,1.46651356953841
390,-101.0,102,1.3916846659837985
391,-133.0,134,1.4017310858662448
392,-142.0,143,1.4381170247818207
393,-113.0,114,1.545633202320651
394,-94.0,95,1.5884229314954657
395,-127.0,128,1.5528557342477143
396,-133.0,134,1.853097928104116
397,-96.0,97,1.7394143035731364
398,-116.0,117,1.6419979181045141
399,-113.0,114,1.8677998796889657
400,-137.0,138,1.8140364306560461
401,-139.0,140,1.5025404108422142
402,-89.0,90,1.5846196254094442
403,-99.0,100,1.295534217953682
404,-105.0,106,1.4852233976125717
405,-115.0,116,1.5570811197675507
406,-92.0,93,1.4967988434658255
407,-127.0,128,1.5749787618406117
408,-133.0,134,1.406471258668757
409,-109.0,110,1.4837694650346582
410,-121.0,122,1.4218200064096294
411,-120.0,121,1.4234102831399145
412,-133.0,134,1.5914138306432695
413,-104.0,105,1.6225309837432134
414,-129.0,130,1.6813827340419476
415,-115.0,116,1.8981425376801655
416,-105.0,106,2.054553117392198
417,-136.0,137,1.7659422072180866
418,-120.0,121,1.4756071518275364
419,-132.0,133,1.5392204110783743
420,-169.0,170,1.366219985485077
421,-104.0,105,1.3408602322850909
422,-88.0,89,1.228411213735516
423,-117.0,118,1.3248126527010384
424,-160.0,161,1.2022677219432334
425,-92.0,93,1.5635527064723354
426,-122.0,123,1.4855974205141145
427,-95.0,96,1.827808844546477
428,-134.0,135,1.6980889585283068
429,-89.0,90,1.4399714257982041
430,-94.0,95,1.2785336155640452
431,-131.0,132,1.0814545863505565
432,-88.0,89,1.2285359675964613
433,-119.0,120,1.3912703598539033
434,-88.0,89,1.3247788427920824
435,-85.0,86,1.3344522659168687
436,-109.0,110,1.5621537105603651
437,-135.0,136,1.3666013623861706
438,-94.0,95,1.3081012104686938
439,-136.0,137,1.4279061795151147
440,-114.0,115,1.6717352369557257
441,-135.0,136,1.4229461892562754
442,-109.0,110,1.2218208806081252
443,-133.0,134,1.2166015038739388
444,-112.0,113,1.202213124891298
445,-123.0,124,1.2389573204901911
446,-177.0,178,1.4257362340943198
447,-128.0,129,1.4565993612126786
448,-99.0,100,1.6544567829370498
449,-122.0,123,1.6052370982441475
450,-116.0,117,1.527848198882535
451,-75.0,76,1.4791031409251063
452,-126.0,127,1.6454102974238358
453,-112.0,113,1.549221083126237
454,-84.0,85,1.333972863590016
455,-99.0,100,1.3567027044296265
456,-81.0,82,1.6080126711508123
457,-97.0,98,1.4584622802783032
458,-109.0,110,1.611455474658446
459,-101.0,102,1.4107791039289213
460,-149.0,150,1.557711638212204
461,-100.0,101,1.6728493535872733
462,-158.0,159,1.9014186986587331
463,-167.0,168,1.6296311386284374
464,-108.0,109,1.3278909445902622
465,-86.0,87,1.1266712683370743
466,-95.0,96,1.0778483630468447
467,-87.0,88,1.1274722597815774
468,-120.0,121,1.0777252634202152
469,-115.0,116,1.0424106866121292
470,-74.0,75,0.905126500527064
471,-103.0,104,0.9982175841354407
472,-101.0,102,0.9504885019040575
473,-91.0,92,1.1592476808506509
474,-106.0,107,1.1399225965838566
475,-83.0,84,1.022424623015381
476,-104.0,105,1.1372086505095165
477,-91.0,92,1.0929239113693652
478,-77.0,78,1.4698778260976841
479,-103.0,104,1.624405342225845
480,-113.0,114,1.4601938196441584
481,-129.0,130,1.3781129594032582
482,-93.0,94,1.5523240578935502
483,-113.0,114,1.8522603203330124
484,-116.0,117,1.73163219445791
485,-99.0,100,1.5825279301404953
486,-160.0,161,1.771952892312352
487,-80.0,81,1.5644983663971042
488,-61.0,62,1.547727572341119
489,-89.0,90,1.3799603892697228
490,-103.0,104,1.2898393104282708
491,-127.0,128,1.286406770348549
492,-96.0,97,1.7233888605206282
493,-164.0,165,1.6258242332574093
494,-100.0,101,1.3689579497469533
495,-117.0,118,1.2477344289674597
496,-86.0,87,1.1596403125373798
497,-147.0,148,1.4714258764241193
498,-139.0,140,1.4498197598116738
499,-118.0,119,1.3345326836369618
500,-131.0,132,1.4670809231924289
